"OriginalTaxonNo" "ResolvedTaxonNo" "TaxonName" "TaxonRank" "ParentTaxonNo" "TaxonValidity" "AcceptedNumber" "AcceptedName"
"4931" NA "txn:353007" "Atelomycterus" "5" NA NA NA NA
"4932" NA "txn:353202" "Ptericephalina" "5" NA NA NA NA
"4933" NA "txn:353205" "Uropterina" "5" NA NA NA NA
"4934" NA "txn:353395" "Pachypoda" "25" NA NA NA NA
"4935" NA "txn:353515" "Conoidacmaea" "5" NA NA NA NA
"4936" NA "txn:353795" "Hunsruckia" "5" NA NA NA NA
"4937" NA "txn:353903" "Calopomus" "5" NA NA NA NA
"4938" NA "txn:353909" "Auchenilabrus" "5" NA NA NA NA
"4939" NA "txn:353923" "Glyptorhynchus" "5" NA NA NA NA
"4940" NA "txn:354009" "Syanceia" "5" NA NA NA NA
"4941" NA "txn:354179" "Caloptenus" "5" NA NA NA NA
"4942" NA "txn:354717" "Percarina" "5" NA NA NA NA
"4943" NA "txn:354749" "Gastrosacus straeleni" "3" NA NA NA NA
"4944" NA "txn:354798" "Eolouka" "19" NA NA NA NA
"4945" NA "txn:354810" "Cryptista" "20" NA NA NA NA
"4946" NA "txn:354811" "Palpitia" "19" NA NA NA NA
"4947" NA "txn:354817" "Vermiculum" "5" NA NA NA NA
"4948" NA "txn:354837" "Proroporus" "5" NA NA NA NA
"4949" NA "txn:355040" "Cobitopsidae" "9" NA NA NA NA
"4950" NA "txn:355084" "Rotalina" "5" NA NA NA NA
"4951" NA "txn:355120" "Truncatulina" "5" NA NA NA NA
"4952" NA "txn:355142" "Derrhiidae" "9" NA NA NA NA
"4953" NA "txn:355154" "Seriolidae" "9" NA NA NA NA
"4954" NA "txn:355281" "Helogenidae" "9" NA NA NA NA
"4955" NA "txn:355284" "Aspredinidae" "9" NA NA NA NA
"4956" NA "txn:355290" "Benthosauridae" "9" NA NA NA NA
"4957" NA "txn:355301" "Orestiidae" "9" NA NA NA NA
"4958" NA "txn:355471" "Doliichthyidae" "9" NA NA NA NA
"4959" NA "txn:355476" "Trachiniformes" "25" NA NA NA NA
"4960" NA "txn:355571" "Orectolobiiformes" "13" NA NA NA NA
"4961" NA "txn:355582" "Pegasus" "5" NA NA NA NA
"4962" NA "txn:355631" "Wurmaspis" "5" NA NA NA NA
"4963" NA "txn:355676" "Paralenorthis costa" "3" NA NA NA NA
"4964" NA "txn:355688" "Aspidophiura" "5" NA NA NA NA
"4965" NA "txn:355691" "Ophioplax" "5" NA NA NA NA
"4966" NA "txn:355719" "Disparida" "12" NA NA NA NA
"4967" NA "txn:355832" "Scopeliformes" "13" NA NA NA NA
"4968" NA "txn:355842" "Motella" "5" NA NA NA NA
"4969" NA "txn:355856" "Spinogadus" "5" NA NA NA NA
"4970" NA "txn:355862" "Amphisyle" "5" NA NA NA NA
"4971" NA "txn:355875" "Proantigonia" "5" NA NA NA NA
"4972" NA "txn:355881" "Palaeoscomber" "5" NA NA NA NA
"4973" NA "txn:355884" "Strinsia" "5" NA NA NA NA
"4974" NA "txn:355890" "Echeneiformes" "13" NA NA NA NA
"4975" NA "txn:355892" "Tetrodontiformes" "13" NA NA NA NA
"4976" NA "txn:355898" "Eoplectodonta trabeata" "3" NA NA NA NA
"4977" NA "txn:356010" "Mariella (Mariella) quadrituberculatus" "3" NA NA NA NA
"4978" NA "txn:356336" "Gonoxyites" "5" NA NA NA NA
"4979" NA "txn:356465" "Julis" "5" NA NA NA NA
"4980" NA "txn:356505" "Barypodus" "5" NA NA NA NA
"4981" NA "txn:356511" "Harpagichnus" "5" NA NA NA NA
"4982" NA "txn:356613" "Pavotubigera" "5" NA NA NA NA
"4983" NA "txn:356989" "Limnofregatidae" "8" NA NA NA NA
"4984" NA "txn:357266" "Trigonodontidae" "9" NA NA NA NA
"4985" NA "txn:357493" "Konzhukovia vetustus" "3" NA NA NA NA
"4986" NA "txn:357515" "Oecotraustes (Oecotraustes) costiger" "3" NA NA NA NA
"4987" NA "txn:357516" "Oecotraustes (Oecotraustes) bomfordi" "3" NA NA NA NA
"4988" NA "txn:357770" "Parachanna" "5" NA NA NA NA
"4989" NA "txn:357789" "Rarecostites radiata" "3" NA NA NA NA
"4990" NA "txn:357996" "Tulites rugifer" "3" NA NA NA NA
"4991" NA "txn:358077" "Pseudolota" "5" NA NA NA NA
"4992" NA "txn:358090" "Megalolepis" "5" NA NA NA NA
"4993" NA "txn:358244" "Cambroernids" "26" NA NA NA NA
"4994" NA "txn:358270" "Stephanoberycifirmes" "13" NA NA NA NA
"4995" NA "txn:358475" "Belemnotheutis" "5" NA NA NA NA
"4996" NA "txn:358512" "Najdinothyris becksii" "3" NA NA NA NA
"4997" NA "txn:358735" "Broomichnium" "5" NA NA NA NA
"4998" NA "txn:358836" "Micromomyini" "7" NA NA NA NA
"4999" NA "txn:358840" "Masaraella" "5" NA NA NA NA
"5000" NA "txn:359063" "Hoplolichas conicotuberculata" "3" NA NA NA NA
"5001" NA "txn:359081" "Platylichas polytomus" "3" NA NA NA NA
"5002" NA "txn:359185" "Pinnites" "5" NA NA NA NA
"5003" NA "txn:359280" "Calymenesun" "5" NA NA NA NA
"5004" NA "txn:359376" "Dicranopeltis nasutus" "3" NA NA NA NA
"5005" NA "txn:359384" "Pachyrhynchus" "5" NA NA NA NA
"5006" NA "txn:359544" "Piloceras wortheni" "3" NA NA NA NA
"5007" NA "txn:359571" "Huginarges beryllifera" "3" NA NA NA NA
"5008" NA "txn:359614" "Cyrtocerinida" "13" NA NA NA NA
"5009" NA "txn:359855" "Solariella cicca" "3" NA NA NA NA
"5010" NA "txn:360035" "Minutipes" "5" NA NA NA NA
"5011" NA "txn:360167" "Chelymys" "5" NA NA NA NA
"5012" NA "txn:360246" "Ichnium" "5" NA NA NA NA
"5013" NA "txn:360259" "Ornithoidipus" "5" NA NA NA NA
"5014" NA "txn:360374" "Holoubkovia" "5" NA NA NA NA
"5015" NA "txn:360375" "Lingucephalichas" "5" NA NA NA NA
"5016" NA "txn:360485" "Atrypa filosa" "3" NA NA NA NA
"5017" NA "txn:360486" "Hibernobonites filosa" "3" NA NA NA NA
"5018" NA "txn:360542" "Castresia" "5" NA NA NA NA
"5019" NA "txn:360596" "Nicholsina" "5" NA NA NA NA
"5020" NA "txn:360601" "Pseudocheilinus" "5" NA NA NA NA
"5021" NA "txn:360605" "Novaculichthys" "5" NA NA NA NA
"5022" NA "txn:360610" "Scrotum" "5" NA NA NA NA
"5023" NA "txn:360640" "Pterolichas" "5" NA NA NA NA
"5024" NA "txn:360826" "Onos" "5" NA NA NA NA
"5025" NA "txn:360903" "Iguanodon exogyrarum" "3" NA NA NA NA
"5026" NA "txn:360978" "Nigriporellidae" "9" NA NA NA NA
"5027" NA "txn:361009" "Promyllantor" "5" NA NA NA NA
"5028" NA "txn:361032" "Jordanicus" "5" NA NA NA NA
"5029" NA "txn:361071" "Neobythitinarum" "5" NA NA NA NA
"5030" NA "txn:361110" "Ambassis" "5" NA NA NA NA
"5031" NA "txn:361134" "Mullidarum" "5" NA NA NA NA
"5032" NA "txn:361135" "Upeneus" "5" NA NA NA NA
"5033" NA "txn:361138" "Minous" "5" NA NA NA NA
"5034" NA "txn:361234" "Pliohippus (Pliohippus) osborni" "3" NA NA NA NA
"5035" NA "txn:361318" "Pecten lilli" "3" NA NA NA NA
"5036" NA "txn:361430" "Hygophus" "5" NA NA NA NA
"5037" NA "txn:361582" "Orthoceras tatei" "3" NA NA NA NA
"5038" NA "txn:361584" "Catoraphiceras warburtoni" "3" NA NA NA NA
"5039" NA "txn:361587" "Actinoceras tatei" "3" NA NA NA NA
"5040" NA "txn:361588" "Endoceras warburtoni" "3" NA NA NA NA
"5041" NA "txn:361589" "Orthoceras microlineatum" "3" NA NA NA NA
"5042" NA "txn:361593" "Trocholitoceras idaense" "3" NA NA NA NA
"5043" NA "txn:361634" "Paramadiganella" "5" NA NA NA NA
"5044" NA "txn:361636" "Gouldoceratidae" "9" NA NA NA NA
"5045" NA "txn:361730" "Trundleoceras" "5" NA NA NA NA
"5046" NA "txn:361740" "Proteropiloceras" "5" NA NA NA NA
"5047" NA "txn:361741" "Proteropiloceras explanator" "3" NA NA NA NA
"5048" NA "txn:361926" "Araeoscelida" "12" NA NA NA NA
"5049" NA "txn:361990" "Longipes" "5" NA NA NA NA
"5050" NA "txn:362184" "Benthobiidae" "9" NA NA NA NA
"5051" NA "txn:362185" "Bellolividae" "9" NA NA NA NA
"5052" NA "txn:362186" "Calyptolivinae" "8" NA NA NA NA
"5053" NA "txn:362207" "Beekmanoceratidae" "9" NA NA NA NA
"5054" NA "txn:362248" "Perosuchus" "5" NA NA NA NA
"5055" NA "txn:362272" "Chirodamus" "5" NA NA NA NA
"5056" NA "txn:362306" "Poicilopleurum" "5" NA NA NA NA
"5057" NA "txn:362420" "Anchitheriinae" "8" NA NA NA NA
"5058" NA "txn:362532" "Rhinosaurus" "5" NA NA NA NA
"5059" NA "txn:362759" "Nehdenites simplicissimus" "3" NA NA NA NA
"5060" NA "txn:362801" "Milneria" "5" NA NA NA NA
"5061" NA "txn:362808" "Mytaras" "5" NA NA NA NA
"5062" NA "txn:362844" "Phlepsiini" "7" NA NA NA NA
"5063" NA "txn:363089" "Garatella" "5" NA NA NA NA
"5064" NA "txn:363172" "Bombinator" "5" NA NA NA NA
"5065" NA "txn:363176" "Sauropsidium" "5" NA NA NA NA
"5066" NA "txn:363178" "Histiurus" "5" NA NA NA NA
"5067" NA "txn:363182" "Sauroidei" "9" NA NA NA NA
"5068" NA "txn:363185" "Hyptius" "5" NA NA NA NA
"5069" NA "txn:363189" "Luspia" "5" NA NA NA NA
"5070" NA "txn:363191" "Platycerhynchus" "5" NA NA NA NA
"5071" NA "txn:363193" "Blenniomoeus" "5" NA NA NA NA
"5072" NA "txn:363195" "Rhynchoncodes" "5" NA NA NA NA
"5073" NA "txn:363198" "Piotisoma" "5" NA NA NA NA
"5074" NA "txn:363200" "Ophirachis" "5" NA NA NA NA
"5075" NA "txn:363204" "Ferrarius" "5" NA NA NA NA
"5076" NA "txn:363206" "Anomiophthalmus" "5" NA NA NA NA
"5077" NA "txn:363217" "Aglauros" "5" NA NA NA NA
"5078" NA "txn:363257" "Bathyurus gibberulus" "3" NA NA NA NA
"5079" NA "txn:363261" "Bathyurus amplimarginiatus" "3" NA NA NA NA
"5080" NA "txn:363262" "Bathyurellus amplimarginiatus" "3" NA NA NA NA
"5081" NA "txn:363273" "Carolinites bulbosus" "3" NA NA NA NA
"5082" NA "txn:363475" "Marrellomorpha" "25" NA NA NA NA
"5083" NA "txn:363481" "Agnostacea" "10" NA NA NA NA
"5084" NA "txn:363514" "Chancelloridae" "9" NA NA NA NA
"5085" NA "txn:363749" "Olenus humilis" "3" NA NA NA NA
"5086" NA "txn:363855" "Ctenopyge (Eoctenopyge) flagellifer" "3" NA NA NA NA
"5087" NA "txn:363856" "Ctenopyge (Eoctenopyge) postcurrens" "3" NA NA NA NA
"5088" NA "txn:363931" "Ornichnites" "5" NA NA NA NA
"5089" NA "txn:364013" "Aplax" "5" NA NA NA NA
"5090" NA "txn:364162" "Platypodosaurus" "5" NA NA NA NA
"5091" NA "txn:364220" "Amphidactyla" "14" NA NA NA NA
"5092" NA "txn:364255" "Cervequus" "5" NA NA NA NA
"5093" NA "txn:364261" "Furcifer" "5" NA NA NA NA
"5094" NA "txn:364286" "Theropsodon" "5" NA NA NA NA
"5095" NA "txn:364475" "Argentiniceras lonchochensis" "3" NA NA NA NA
"5096" NA "txn:364542" "Swinnertonia" "5" NA NA NA NA
"5097" NA "txn:364680" "Palaeotheca testudinea" "3" NA NA NA NA
"5098" NA "txn:364751" "Monocarya" "5" NA NA NA NA
"5099" NA "txn:364758" "Desmeopora" "5" NA NA NA NA
"5100" NA "txn:364761" "Chrysaora" "5" NA NA NA NA
"5101" NA "txn:364764" "Holostoma" "5" NA NA NA NA
"5102" NA "txn:364776" "Aulodus" "5" NA NA NA NA
"5103" NA "txn:364847" "Dithyrosternon" "5" NA NA NA NA
"5104" NA "txn:364956" "Pampatestudo" "5" NA NA NA NA
"5105" NA "txn:364962" "Hoeegonites" "5" NA NA NA NA
"5106" NA "txn:365032" "Crassatellites weaveri" "3" NA NA NA NA
"5107" NA "txn:365100" "Pterodactylus redenbacheri" "3" NA NA NA NA
"5108" NA "txn:365196" "Monticuliporella" "5" NA NA NA NA
"5109" NA "txn:365203" "Orbitulites distinctus" "3" NA NA NA NA
"5110" NA "txn:365263" "Uropterygius" "5" NA NA NA NA
"5111" NA "txn:365268" "Poecilophis" "5" NA NA NA NA
"5112" NA "txn:365271" "Enchelycore" "5" NA NA NA NA
"5113" NA "txn:365281" "Palaeosolen siliquoidea" "3" NA NA NA NA
"5114" NA "txn:365311" "Caldariola" "5" NA NA NA NA
"5115" NA "txn:365313" "Tenuirica" "5" NA NA NA NA
"5116" NA "txn:365316" "Athabascaella" "5" NA NA NA NA
"5117" NA "txn:365317" "Rhopaliophora" "5" NA NA NA NA
"5118" NA "txn:365322" "Polyancistrodorus" "5" NA NA NA NA
"5119" NA "txn:365367" "Terebratula biforatus" "3" NA NA NA NA
"5120" NA "txn:365368" "Porambonites costata" "3" NA NA NA NA
"5121" NA "txn:365376" "Panderina abscissus" "3" NA NA NA NA
"5122" NA "txn:365414" "Cypridae" "9" NA NA NA NA
"5123" NA "txn:365453" "Dolichometopus producta" "3" NA NA NA NA
"5124" NA "txn:365458" "Terebratula semicircularis" "3" NA NA NA NA
"5125" NA "txn:365567" "Bairdidae" "9" NA NA NA NA
"5126" NA "txn:365600" "Discohelix crenulatua" "3" NA NA NA NA
"5127" NA "txn:365669" "Croninocythereis" "5" NA NA NA NA
"5128" NA "txn:365712" "Ryugucivis" "5" NA NA NA NA
"5129" NA "txn:365784" "Sinohadeianus" "5" NA NA NA NA
"5130" NA "txn:365813" "Monotrypa helenae" "3" NA NA NA NA
"5131" NA "txn:365818" "Archaeopora" "5" NA NA NA NA
"5132" NA "txn:365819" "Archaeopora angulosa" "3" NA NA NA NA
"5133" NA "txn:365855" "Ungula ingricus" "3" NA NA NA NA
"5134" NA "txn:366053" "Antarctia" "5" NA NA NA NA
"5135" NA "txn:366086" "Procaryota" "5" NA NA NA NA
"5136" NA "txn:366122" "Prokarya" "25" NA NA NA NA
"5137" NA "txn:366140" "Carcinium" "5" NA NA NA NA
"5138" NA "txn:366153" "Platycarcinus" "5" NA NA NA NA
"5139" NA "txn:366226" "Nannoturbella" "5" NA NA NA NA
"5140" NA "txn:366394" "Sequiwaimanu manneringi" "3" NA NA NA NA
"5141" NA "txn:366397" "Aracajuia" "5" NA NA NA NA
"5142" NA "txn:366398" "Dinglecythere" "5" NA NA NA NA
"5143" NA "txn:366400" "Harbinia" "5" NA NA NA NA
"5144" NA "txn:366499" "Gabonorygma" "5" NA NA NA NA
"5145" NA "txn:366500" "Podocopomorpha" "14" NA NA NA NA
"5146" NA "txn:366670" "Astrodonius" "5" NA NA NA NA
"5147" NA "txn:366681" "Platystrophia tenuicosta" "3" NA NA NA NA
"5148" NA "txn:366734" "Helminthoidichnites" "5" NA NA NA NA
"5149" NA "txn:366852" "Belonoolithidae" "9" NA NA NA NA
"5150" NA "txn:366854" "Tubercuoolithidae" "9" NA NA NA NA
"5151" NA "txn:366889" "Cerion" "5" NA NA NA NA
"5152" NA "txn:367106" "Plaesiomys subquadrata occidentalis" "2" NA NA NA NA
"5153" NA "txn:367403" "Amphistrophia whittardi" "3" NA NA NA NA
"5154" NA "txn:367408" "Strophomena semifasciata" "3" NA NA NA NA
"5155" NA "txn:367409" "Strophomena crispa" "3" NA NA NA NA
"5156" NA "txn:367410" "Orthotetes adnata" "3" NA NA NA NA
"5157" NA "txn:367505" "Dayiacea" "10" NA NA NA NA
"5158" NA "txn:367523" "Meristella maria" "3" NA NA NA NA
"5159" NA "txn:367665" "Dinocephalida" "25" NA NA NA NA
"5160" NA "txn:367795" "Heterochen" "5" NA NA NA NA
"5161" NA "txn:367829" "Parodontoceras callisto" "3" NA NA NA NA
"5162" NA "txn:367864" "Melocrinitidae" "9" NA NA NA NA
"5163" NA "txn:368136" "Sphenura" "5" NA NA NA NA
"5164" NA "txn:368274" "Thalassidroma" "5" NA NA NA NA
"5165" NA "txn:368288" "Atagen" "5" NA NA NA NA
"5166" NA "txn:368299" "Thamnastraea moeschi" "3" NA NA NA NA
"5167" NA "txn:368303" "Haikoucaris" "5" NA NA NA NA
"5168" NA "txn:368323" "Glaucopis" "5" NA NA NA NA
"5169" NA "txn:368327" "Acrulocercus" "5" NA NA NA NA
"5170" NA "txn:368382" "Guiraca" "5" NA NA NA NA
"5171" NA "txn:368403" "Hesperiphona" "5" NA NA NA NA
"5172" NA "txn:368411" "Casmerodius alba" "3" NA NA NA NA
"5173" NA "txn:368479" "Harpes" "5" NA NA NA NA
"5174" NA "txn:368520" "Psarocolius" "5" NA NA NA NA
"5175" NA "txn:368583" "Muscipeta" "5" NA NA NA NA
"5176" NA "txn:368610" "Branta leucopis" "3" NA NA NA NA
"5177" NA "txn:368650" "Palaeestheria" "5" NA NA NA NA
"5178" NA "txn:368794" "Archisaccophyllia" "5" NA NA NA NA
"5179" NA "txn:368795" "Beidazoon" "5" NA NA NA NA
"5180" NA "txn:368801" "Conicula" "5" NA NA NA NA
"5181" NA "txn:368803" "Heteromorphus" "5" NA NA NA NA
"5182" NA "txn:368819" "Lloydia (Perischodory) incornperta" "3" NA NA NA NA
"5183" NA "txn:368821" "Perischodory incornpertum" "3" NA NA NA NA
"5184" NA "txn:368945" "Tyto alba pratinicola" "2" NA NA NA NA
"5185" NA "txn:368947" "Tyto pratinicola" "3" NA NA NA NA
"5186" NA "txn:369021" "Rostellites" "5" NA NA NA NA
"5187" NA "txn:369347" "Schoeniclus schoeniclus" "3" NA NA NA NA
"5188" NA "txn:369568" "Gonambonites plana" "3" NA NA NA NA
"5189" NA "txn:369589" "Phacops downingiae macrops" "2" NA NA NA NA
"5190" NA "txn:369595" "Radjah" "5" NA NA NA NA
"5191" NA "txn:369618" "Orthograptus truncatus abbreviatus" "2" NA NA NA NA
"5192" NA "txn:369642" "Zazvorkaspis neuter" "3" NA NA NA NA
"5193" NA "txn:369819" "Hexacopyge nasutus" "3" NA NA NA NA
"5194" NA "txn:370170" "Trapelocera" "5" NA NA NA NA
"5195" NA "txn:370250" "Acathoceras (Mammites)" "4" NA NA NA NA
"5196" NA "txn:370290" "Serpentarius" "5" NA NA NA NA
"5197" NA "txn:370305" "Eutolmaetus" "5" NA NA NA NA
"5198" NA "txn:370329" "Trematophorus" "5" NA NA NA NA
"5199" NA "txn:370385" "Ibex" "5" NA NA NA NA
"5200" NA "txn:370429" "Cracoides" "10" NA NA NA NA
"5201" NA "txn:370433" "Palaeobonasa" "5" NA NA NA NA
"5202" NA "txn:370526" "Cabalus" "5" NA NA NA NA
"5203" NA "txn:370606" "Pseudolarus" "5" NA NA NA NA
"5204" NA "txn:370753" "Strophomena (Pentlandina) tartana" "3" NA NA NA NA
"5205" NA "txn:370761" "Stropheodonta sefinensis" "3" NA NA NA NA
"5206" NA "txn:370849" "Plectodonta exceptionis" "3" NA NA NA NA
"5207" NA "txn:370910" "Setochalcis" "5" NA NA NA NA
"5208" NA "txn:371017" "Glyptosphaeronites leuchtenbergi" "3" NA NA NA NA
"5209" NA "txn:371084" "Elliptocinctus barrendei" "3" NA NA NA NA
"5210" NA "txn:371192" "Placocystis" "5" NA NA NA NA
"5211" NA "txn:371287" "Bomburodon" "5" NA NA NA NA
"5212" NA "txn:371462" "Allochroa" "5" NA NA NA NA
"5213" NA "txn:371630" "Psittacus eques echo" "2" NA NA NA NA
"5214" NA "txn:371668" "Hyalospongea" "17" NA NA NA NA
"5215" NA "txn:371718" "Murchisonia gracilis gracillima" "2" NA NA NA NA
"5216" NA "txn:371719" "Drymoeca" "5" NA NA NA NA
"5217" NA "txn:371835" "Camptaspis" "5" NA NA NA NA
"5218" NA "txn:371912" "Penegephyrosaurus" "5" NA NA NA NA
"5219" NA "txn:372270" "Calymene multisegmentatus" "3" NA NA NA NA
"5220" NA "txn:372319" "Orthocrinidae" "9" NA NA NA NA
"5221" NA "txn:372889" "Isorhynchus" "5" NA NA NA NA
"5222" NA "txn:373071" "Tetrao altaicus" "3" NA NA NA NA
"5223" NA "txn:373117" "Notiantha" "5" NA NA NA NA
"5224" NA "txn:373163" "Megaxinus elliptic" "3" NA NA NA NA
"5225" NA "txn:373194" "Echinocorytes" "5" NA NA NA NA
"5226" NA "txn:373333" "Passer domesticus hispaniolensis" "2" NA NA NA NA
"5227" NA "txn:373373" "Cincloramphus mathewsi" "3" NA NA NA NA
"5228" NA "txn:373683" "Lophotus" "5" NA NA NA NA
"5229" NA "txn:373976" "Gibbavasis" "5" NA NA NA NA
"5230" NA "txn:374033" "Ancientia" "5" NA NA NA NA
"5231" NA "txn:374437" "Nyanzameryx" "5" NA NA NA NA
"5232" NA "txn:374474" "Praemadoqua" "5" NA NA NA NA
"5233" NA "txn:374480" "Phenacotragus" "5" NA NA NA NA
"5234" NA "txn:374787" "Paracynictis" "5" NA NA NA NA
"5235" NA "txn:374796" "Harpagocyon" "5" NA NA NA NA
"5236" NA "txn:374797" "Ballusia" "5" NA NA NA NA
"5237" NA "txn:374806" "Tetrapromotho" "5" NA NA NA NA
"5238" NA "txn:374809" "Bathygale" "5" NA NA NA NA
"5239" NA "txn:374825" "Antilopa" "5" NA NA NA NA
"5240" NA "txn:374830" "Reduncinae" "8" NA NA NA NA
"5241" NA "txn:374889" "Rusingoryx" "5" NA NA NA NA
"5242" NA "txn:375040" "Pleurocystites anglica" "3" NA NA NA NA
"5243" NA "txn:375048" "Howellictis" "5" NA NA NA NA
"5244" NA "txn:375136" "Pterocephalidae" "9" NA NA NA NA
"5245" NA "txn:375149" "Mendozaphyllum" "5" NA NA NA NA
"5246" NA "txn:375597" "Ebenezeria" "5" NA NA NA NA
"5247" NA "txn:376091" "Eudiplobathrida" "13" NA NA NA NA
"5248" NA "txn:376172" "Acrotreta primaea" "3" NA NA NA NA
"5249" NA "txn:376217" "Beatricidae" "9" NA NA NA NA
"5250" NA "txn:376232" "Myrianites" "5" NA NA NA NA
"5251" NA "txn:376246" "Houghtonites" "5" NA NA NA NA
"5252" NA "txn:376258" "Pycnoidocyathidae" "9" NA NA NA NA
"5253" NA "txn:376299" "Cidaris propinquus" "3" NA NA NA NA
"5254" NA "txn:376428" "Echinobrissidae" "9" NA NA NA NA
"5255" NA "txn:376445" "Spatangites" "5" NA NA NA NA
"5256" NA "txn:376565" "Wattsella indica" "3" NA NA NA NA
"5257" NA "txn:376568" "Dalmanella (Wattsella) indica" "3" NA NA NA NA
"5258" NA "txn:376884" "Rhabdogale" "5" NA NA NA NA
"5259" NA "txn:377108" "Myofossa constrictus" "3" NA NA NA NA
"5260" NA "txn:377237" "Felichthys" "5" NA NA NA NA
"5261" NA "txn:377248" "Yuskaichthys" "5" NA NA NA NA
"5262" NA "txn:377413" "Megacystis" "5" NA NA NA NA
"5263" NA "txn:377549" "Microceratina" "5" NA NA NA NA
"5264" NA "txn:377553" "Sergipella" "5" NA NA NA NA
"5265" NA "txn:377586" "Schedophilus" "5" NA NA NA NA
"5266" NA "txn:377600" "Platycystitiinae" "8" NA NA NA NA
"5267" NA "txn:377642" "Cyclaster" "5" NA NA NA NA
"5268" NA "txn:377667" "Echinites" "5" NA NA NA NA
"5269" NA "txn:377805" "Conspectocrinus" "5" NA NA NA NA
"5270" NA "txn:377824" "Chasmatoporella" "5" NA NA NA NA
"5271" NA "txn:377849" "Glyptocystites loeblichae" "3" NA NA NA NA
"5272" NA "txn:377855" "Meekocystis" "5" NA NA NA NA
"5273" NA "txn:377944" "Clarkiella hemisphaerica" "3" NA NA NA NA
"5274" NA "txn:378214" "Istrograptus" "5" NA NA NA NA
"5275" NA "txn:378251" "Graptopora" "5" NA NA NA NA
"5276" NA "txn:378252" "Calpidoporidae" "9" NA NA NA NA
"5277" NA "txn:378285" "Ottawacystites" "5" NA NA NA NA
"5278" NA "txn:378318" "Jurabrontes" "5" NA NA NA NA
"5279" NA "txn:378454" "Dictyonema typica" "3" NA NA NA NA
"5280" NA "txn:378555" "Neocoelia" "5" NA NA NA NA
"5281" NA "txn:378578" "Protypotherium minor" "3" NA NA NA NA
"5282" NA "txn:378610" "Zethus" "5" NA NA NA NA
"5283" NA "txn:378612" "Cybelella" "5" NA NA NA NA
"5284" NA "txn:378734" "Eomarkrosoura" "5" NA NA NA NA
"5285" NA "txn:378928" "Quinetia" "5" NA NA NA NA
"5286" NA "txn:378931" "Plecotini" "7" NA NA NA NA
"5287" NA "txn:379131" "Leptofelis" "5" NA NA NA NA
"5288" NA "txn:379237" "Vesicaspora" "5" NA NA NA NA
"5289" NA "txn:379494" "Platyasaphus" "5" NA NA NA NA
"5290" NA "txn:379508" "Rudagnostus" "5" NA NA NA NA
"5291" NA "txn:379553" "Stalagmium" "5" NA NA NA NA
"5292" NA "txn:379680" "Egeria" "5" NA NA NA NA
"5293" NA "txn:379814" "Benetticeras ptychodes" "3" NA NA NA NA
"5294" NA "txn:379816" "Benetticeras raschii" "3" NA NA NA NA
"5295" NA "txn:379861" "Sutneria (Enosphinctes) wiedmanni" "3" NA NA NA NA
"5296" NA "txn:379902" "Chitinozoa" "25" NA NA NA NA
"5297" NA "txn:380036" "Sigmodontomys" "5" NA NA NA NA
"5298" NA "txn:380282" "Stenoceramus" "5" NA NA NA NA
"5299" NA "txn:380403" "Tragelaphus speki" "3" NA NA NA NA
"5300" NA "txn:380462" "Caelatura bakeri" "3" NA NA NA NA
"5301" NA "txn:380664" "Iguanoidea" "10" NA NA NA NA
"5302" NA "txn:380712" "Jonkeria atrox" "3" NA NA NA NA
"5303" NA "txn:380810" "Kainella colombia" "3" NA NA NA NA
"5304" NA "txn:380981" "Cephalocinctus" "5" NA NA NA NA
"5305" NA "txn:381050" "Leptorhynchus" "5" NA NA NA NA
"5306" NA "txn:381107" "Gerrhonotidae" "8" NA NA NA NA
"5307" NA "txn:381141" "Meganhinga" "5" NA NA NA NA
"5308" NA "txn:381219" "Pyramida" "5" NA NA NA NA
"5309" NA "txn:381456" "Homoeosaurus brevipes" "3" NA NA NA NA
"5310" NA "txn:381500" "Attenuella attenuatus" "3" NA NA NA NA
"5311" NA "txn:381503" "Kaikaifilusaurus avelasi" "3" NA NA NA NA
"5312" NA "txn:381542" "Phenacopus" "5" NA NA NA NA
"5313" NA "txn:382159" "Archaeochelydium" "5" NA NA NA NA
"5314" NA "txn:382340" "Modiolidae" "9" NA NA NA NA
"5315" NA "txn:383163" "Granuloreticulosea" "16" NA NA NA NA
"5316" NA "txn:383168" "Orthophragmina" "5" NA NA NA NA
"5317" NA "txn:383409" "Ancilla (Spirancilla) elongata" "3" NA NA NA NA
"5318" NA "txn:383522" "Enteropleura boeckhi" "3" NA NA NA NA
"5319" NA "txn:383951" "Magnolobia premium" "3" NA NA NA NA
"5320" NA "txn:384148" "Cryptopodia" "5" NA NA NA NA
"5321" NA "txn:384151" "Pseudograpsus" "5" NA NA NA NA
"5322" NA "txn:384153" "Pseudograpsus oregonensis" "3" NA NA NA NA
"5323" NA "txn:384155" "Xanthodes" "5" NA NA NA NA
"5324" NA "txn:384195" "Podocrates" "5" NA NA NA NA
"5325" NA "txn:384247" "Samarisporites" "5" NA NA NA NA
"5326" NA "txn:384304" "Acanthoceras cunningtoni inermis" "2" NA NA NA NA
"5327" NA "txn:384411" "Protolagena" "5" NA NA NA NA
"5328" NA "txn:384475" "Moxostoma" "5" NA NA NA NA
"5329" NA "txn:384810" "Tectibranchia" "12" NA NA NA NA
"5330" NA "txn:384871" "Epidapus (Vimmeria) succinellus" "3" NA NA NA NA
